=counta( r[2]c:r_c )	=sum( r[2]c:r_c )	=counta( r[2]c:r_c )		=sum( r[2]c:r_c )	= 100 * rc5 / rc2
Constituency Name	Electorate	Candidate (* = incumbent MP)	Party	Votes	County	Region

Aberavon	57179	J Morris	Labour	33763	West Glamorgan	Wales
		R Hicks	Conservative	9369
		JT Hart	Communist	1620

Aberdare	46618	AR Probert	Labour	26322	Mid Glamorgan and Gwent	Wales
		PN Price	Conservative	4204
		JE Williams	Plaid Cymru	3073
		ATM Wilson	Communist	2305

Aberdeen North	59157	HSJ Hughes	Labour	28799	Grampian	East Scotland
		M Humphrey	Conservative	8768
		DW McPherson	Liberal	4350
		M Rose	Communist	719

Aberdeen South	62206	DC Dewar	Labour	23291	Grampian	East Scotland
		Lady Tweedsmuir	Conservative	21492
		NW King	Liberal	5797

Aberdeenshire East	42661	P Wolrige-Gordon	Conservative	12067	Grampian	East Scotland
		RM Sinclair	Liberal	8034
		IS Davidson	Labour	6422
		BM Cockie	Scottish National Party	2584

Aberdeenshire West	46011	JDG Davidson	Liberal	15151	Grampian	East Scotland
		AF Hendry	Conservative	13956
		J Henderson	Labour	6008

Abertillery	36122	AC Williams	Labour	23353	Mid Glamorgan and Gwent	Wales
		AP Wallis	Conservative	3151

Abingdon	72575	AMS Neave	Conservative	27749	Oxfordshire	West
		AHS Matterson	Labour	24447
		DHV Case	Liberal	7703

Accrington	48412	A Davidson	Labour	21330	Lancashire	Lancashire
		DL Maxwell	Conservative	14508
		JHS Gould	Liberal	4375

Acton	43464	BFC Floud	Labour	18541	Ealing	South London
		KW Baker	Conservative	13600

Aldershot	69612	E Errington	Conservative	25672	Hampshire	South
		DH Silvester	Labour	16776
		GE Owen	Liberal	10025

Altrincham and Sale	66083	APL Barber	Conservative	24736	Central Manchester	Greater Manchester
		J Cope	Labour	17899
		A Cooper	Liberal	8891

Anglesey	36950	C Hughes	Labour	14874	Gwynedd	Wales
		JE Jones	Conservative	9576
		JW Meredith	Plaid Cymru	2596

Angus North and Mearns	34583	AL Buchanan-Smith	Conservative	13286	Tayside	East Scotland
		KAJ Barton	Liberal	7756
		CT Walker	Labour	5318

Angus South	44705	J Bruce-Gardyne	Conservative	22407	Tayside	East Scotland
		FC McManus	Labour	9404

