=counta( r[2]c:r_c )	=sum( r[2]c:r_c )	=counta( r[2]c:r_c )		=sum( r[2]c:r_c )	= 100 * rc5 / rc2
Constituency Name	Electorate	Candidate (* = incumbent MP)	Party	Votes	County	Region

Abbey (Westminster)	28744	H Webbe	Conservative	9160	City of Westminster	North London
		J Hutchinson	Labour	4408
		G Carrit	Communist	2964
		N Leith-Hay-Clark	Democratic Party	326

Aberavon	54323	WG Cove	Labour	31286	West Glamorgan	Wales
		DT Llewellyn	Conservative	11860

Aberdare	53544	GH Hall	Labour	34398	Mid Glamorgan and Gwent	Wales
		CG Clover	Conservative	6429

Aberdeen North	56904	H Hughes	Labour	26753	Grampian	East Scotland
		Lady Grant of Monymusk	Conservative	9623
		A Walker	Scottish National Party	2021

Aberdeenshire Central	43772	HR Spence	Conservative	15702	Grampian	East Scotland
		DS Hay	Labour	7997
		IRM Davies	Liberal	6348

Aberdeenshire East	36670	R Boothby	Conservative	13290	Grampian	East Scotland
		JR Allen	Labour	10918

Aberdeenshire West and Kincardine	30830	CN Thornton-Kemsley	Conservative	10932	Grampian	East Scotland
		JDB Junor	Liberal	10290

Aberdeen South	56943	D Thomson	Conservative	19214	Grampian	East Scotland
		W McLaine	Labour	17398
		JL Milne	Liberal	4501

Abertillery	40689	G Daggar	Labour	28615	Mid Glamorgan and Gwent	Wales
		JJ Hayward	National	4422

Abingdon	59343	R Glyn	Conservative	16968	Oxfordshire	West
		DH Parkinson	Labour	11980
		JHC Miller	Liberal	7031
		J Dunman	Communist	1668
		CAM Freake	Independent	419

Accrington	52089	WS Elliot	Labour	21102	Lancashire	Lancashire
		HA Procter	Conservative	16025
		GV Mortimer	Liberal	6247

Acton	44861	JA Sparkes	Labour	19590	Ealing	South London
		HC Longhurst	Conservative	12134
		FJ Halpin	Liberal	3172

Aldershot	48987	O Lyttleton	Conservative	19456	Hampshire	South
		T Wintringham	Common Wealth	14435

Altrincham and Sale	59709	FJ Erroll	Conservative	26656	Central Manchester	Greater Manchester
		MC Joseph	Labour	21275

Anglesey	34210	M Lloyd-George	Liberal	12610	Gwynedd	Wales
		C Hughes	Labour	11529

Antrim	137793	H O'Neill	Ulster Unionist Party	28630	Northern Ireland	Northern Ireland
		H Holmes	Labour	9201

Antrim 2	0	SG Haughton	Ulster Unionist Party	28616	Northern Ireland	Northern Ireland

Argyll	43646	D McCallum	Conservative	15791	Argyll and Bute	West Scotland
		AM Weir	Labour	8889
		JM Bannerman	Liberal	3228

Armagh	68883	W Allen	Ulster Unionist Party	1	Northern Ireland	Northern Ireland

Ashford	50760	EP Smith	Conservative	18800	Kent	South East
		HW Lee	Labour	12575
		HV Strong	Liberal	4804

Ashton under Lyne	33790	W Jowitt	Labour	14998	Eastern Manchester	Greater Manchester
		FH Goodhart	Conservative	11604

Aylesbury	73737	S Reed	Conservative	24537	Buckinghamshire	Essex
		R Groves	Labour	16445
		G Naylor	Liberal	10302

