=counta( r[2]c:r_c )	=sum( r[2]c:r_c )	=counta( r[2]c:r_c )		=sum( r[2]c:r_c )	= 100 * rc5 / rc2
Constituency Name	Electorate	Candidate (* = incumbent MP)	Party	Votes	County	Region

Aberavon	49667	WG Cove	Labour	29278	West Glamorgan	Wales
		A Herbert	National Liberal and Conservative	8091
		JM Thomas	Liberal	5263

Aberdare	51437	DE Thomas	Labour	33390	Mid Glamorgan and Gwent	Wales
		RNE Hinton	Conservative	6098
		WI Samuel	Plaid Cymru	3310
		ATM Wilson	Communist	1382

Aberdeen North	63047	H Hughes	Labour	31594	Grampian	East Scotland
		A Tennant	Conservative	15705
		JG Wilson	Liberal	3574
		R Cooney	Communist	1391

Aberdeen South	57340	Lady Tweedsmuir	Conservative	26128	Grampian	East Scotland
		O Crutchley	Labour	17302
		RT Pirie	Liberal	5248

Aberdeenshire East	50080	RJG Boothby	Conservative	24971	Grampian	East Scotland
		G McKenzie	Labour	12886

Aberdeenshire West	39077	HR Spence	Conservative	17550	Grampian	East Scotland
		T Oswald	Labour	7298
		IRM Davies	Liberal	6740

Abertillery	40211	G Daggar	Labour	29609	Mid Glamorgan and Gwent	Wales
		OJ Lewis	Conservative	4403

Abingdon	54004	R Glyn	Conservative	20595	Oxfordshire	West
		RJ McCullagh	Labour	16733
		EDT Vane	Liberal	6612
		J Dunman	Communist	396

Accrington	52431	H Hynd	Labour	23295	Lancashire	Lancashire
		HA Procter	Conservative	19022
		K Blakeman	Liberal	5403

Acton	50434	JA Sparks	Labour	21751	Ealing	South London
		G Willment	Conservative	19116
		P Furniss	Liberal	2781
		AF Papworth	Communist	663

Aldershot	50991	O Lyttelton	Conservative	21238	Hampshire	South
		NF Hidden	Labour	15066
		JH Gooden	Liberal	4355

Altrincham and Sale	60788	FJ Erroll	Conservative	30843	Central Manchester	Greater Manchester
		F Bibby	Labour	16544
		LG Bayley	Liberal	6340

Anglesey	35490	M Lloyd-George	Liberal	13688	Gwynedd	Wales
		C Hughes	Labour	11759
		JO Jones	Conservative	3919

Angus North and Mearns	36890	CN Thornton-Kemsley	Conservative and National Liberal	15485	Tayside	East Scotland
		JR Justice	Labour	8304
		T Adam	Liberal	6233

Angus South	43745	JAL Duncan	Conservative and National Liberal	19324	Tayside	East Scotland
		N Hogg	Labour	9176
		J Jenkins	Liberal	7360

Antrim North	68759	H O'Neill	Ulster Unionist Party	1	Northern Ireland	Northern Ireland

Antrim South	77499	DL Savoury	Ulster Unionist Party	41023	Northern Ireland	Northern Ireland
		E Brown	Labour	8068

Argyll	38563	D McCallum	Conservative	19259	Argyll and Bute	West Scotland
		I Nicholson	Labour	9215
		MSMcP Holt	Scottish Home Rule	490

Armagh	71742	JRE Harden	Ulster Unionist Party	1	Northern Ireland	Northern Ireland

Arundel and Shoreham	63794	WN Cuthbert	Conservative	30774	West Sussex	South East
		T Parsons	Labour	15220
		HS Beardmore	Liberal	6879

Ashford	48607	WF Deedes	Conservative	21095	Kent	South East
		ND Sandelson	Labour	14948
		H Shirley	Liberal	4828

Ashton under Lyne	47989	H Rhodes	Labour	20970	Eastern Manchester	Greater Manchester
		GB Howcroft	Conservative	20046
		HH Blackwell	Communist	459

Aylesbury	47261	GS Summers	Conservative	17623	Buckinghamshire	Essex
		AS Harman	Labour	14262
		GG Moir	Liberal	7547

Ayr	42460	T Moore	Conservative	21094	Ayrshire and Lanark	West Scotland
		J Pollock	Labour	14880

Ayrshire Central	44859	AC Manuel	Labour	18792	Ayrshire and Lanark	West Scotland
		WR Milligan	Conservative	16830
		CJ Coleman	Liberal	2760

Ayrshire North and Bute	43288	C MacAndrew	Conservative	22019	Ayrshire and Lanark	West Scotland
		G Aitken	Labour	12243

Ayrshire South	43350	E Hughes	Labour	22284	Ayrshire and Lanark	West Scotland
		JC George	Conservative	14717

Banbury	58809	AD Dodds-Parker	Conservative	21365	Oxfordshire	West
		CR Fenton	Labour	19408
		LW Robson	Liberal	8392

Banffshire	32359	WS Duthie	Conservative	13952	Grampian	East Scotland
		J Brown	Labour	6303
		G Lethem	Liberal	3739

Barking	54627	S Hastings	Labour	30299	Barking and Dagenham	North London
		KEB Glenny	Conservative	10269
		CH Willcock	Liberal	5109

Barkston Ash	50180	L Ropner	Conservative	25199	North Yorkshire	Yorkshire
		B Hazell	Labour	18626

Barnet	70687	R Maudling	Conservative	32953	Barnet	North London
		SJL Taylor	Labour	22419
		WH Jones	Liberal	6441

Barnsley	68905	F Collindridge	Labour	42008	South Yorkshire	Humberside
		GH Walker	Liberal	10799
		CG Spencer	National Liberal and Conservative	8480

Barrow-in-Furness	53300	W Monslow	Labour	26342	Cumbria	North
		WH Sugden	Conservative	16793
		HAA Jardine	Liberal	3678

Barry	54298	D Rees	Labour	20770	South Glamorgan	Wales
		M Evans	Conservative	19745
		JA Emlyn-Jones	Liberal	6180

Basingstoke	57099	PW Donner	Conservative	25151	Hampshire	South
		M Clark	Labour	20257

Bassetlaw	62879	FJ Bellenger	Labour	31589	Nottinghamshire	East Midlands
		JJG Irving	Conservative	17622
		WGE Dyer	Liberal	5590

Bath	56045	IJ Pitman	Conservative	23070	Bristol Area	West
		HBO Cardew	Labour	19340
		P Hopkins	Liberal	6508

Batley and Morley	57066	ADD Broughton	Labour	29776	West Yorkshire	Yorkshire
		W Bremner	Conservative	19891

Battersea North	44101	D Jay	Labour	24762	Wandsworth	South London
		M Madden	Conservative	9084
		ER Handscombe	Liberal	1090
		J Mahon	Communist	655

Battersea South	40722	CS Ganley	Labour	16142	Wandsworth	South London
		E Partridge	Conservative	15774
		C Tyers	Liberal	2949

Bebington	66178	HD Oakshott	Conservative	25309	Cheshire	Severn
		F Soskice	Labour	22090
		HG White	Liberal	10324

Beckenham	73605	P Buchanan-Hepburn	Conservative	38102	Bromley	South London
		WA Bain	Labour	18723
		HH Monroe	Liberal	6834

Bedford	52592	C Soames	Conservative	21942	Bedfordshire	East Anglia
		TC Skeffington-Lodge	Labour	19834
		LJ Humphrey	Liberal	4060
		B Matthews	Communist	207

Bedfordshire Mid	49519	AT Lennox-Boyd	Conservative	17671	Bedfordshire	East Anglia
		W Howell	Labour	15512
		EK Martell	Liberal	9511

Bedfordshire South	51039	EW Moeran	Labour	20070	Bedfordshire	East Anglia
		WA Fearnley-Whittingstall	Conservative and National Liberal	18546
		JS Knight	Liberal	5725

Bedwellty	43954	HJ Finch	Labour	31329	Mid Glamorgan and Gwent	Wales
		RC Pitman	Conservative	6247

Belfast East	61561	A McKibbin	Ulster Unionist Party	29844	Northern Ireland	Northern Ireland
		T Boyd	Labour	17328

Belfast North	75563	HM Hyde	Ulster Unionist Party	36412	Northern Ireland	Northern Ireland
		WJ Leeburn	Labour	20146

Belfast South	66486	CH Gage	Ulster Unionist Party	34620	Northern Ireland	Northern Ireland
		JE McKernan	Labour	11428

Belfast West	78896	JG MacManaway	Ulster Unionist Party	33917	Northern Ireland	Northern Ireland
		J Beattie	Irish Labour	30539
		J Steele	Sinn Fein	1482

Belper	65480	GA Brown	Labour	30904	Derbyshire	East Midlands
		MV Argyll	Conservative	21581
		JP Lawrie	Liberal	5650

