=counta( r[2]c:r_c )	=sum( r[2]c:r_c )	=counta( r[2]c:r_c )		=sum( r[2]c:r_c )	= 100 * rc5 / rc2
Constituency Name	Electorate	Candidate (* = incumbent MP)	Party	Votes	County	Region

Aberavon	53443	J Morris	Labour	23745	West Glamorgan	Wales
		S Cutts	SDP-Liberal Alliance	8206
		G Bailey	Conservative	6605
		G Phillips	Plaid Cymru	1859

Aberdeen North	63049	R Hughes	Labour	19262	Grampian	East Scotland
		CS Deans	SDP-Liberal Alliance	10118
		G Scanlan	Conservative	7426
		JA McGuan	Scottish National Party	3790
		M Harty	Ecology	367

Aberdeen South	57540	G Malone	Conservative	15393	Grampian	East Scotland
		R Middleton	Labour	11812
		IG Philip	SDP-Liberal Alliance	10372
		A Stronach	Scottish National Party	1974

Aldershot	77593	J Critchley	Conservative	31288	Hampshire	South
		N Westbrook	SDP-Liberal Alliance	19070
		A Crawford	Labour	6070

Aldridge-Brownhills	60803	R Shepherd	Conservative	24148	West Midlands	West Midlands
		RT Burford	Labour	11864
		P Gunn	SDP-Liberal Alliance	11599

Altrincham and Sale	65984	F Montgomery	Conservative	25321	Central Manchester	Greater Manchester
		B Clancy	SDP-Liberal Alliance	14410
		A Erwin	Labour	7684
		C Marsh	Ecology	629
		IJ Wolstenholme	Independent	152

Alyn and Deeside	56618	SB Jones	Labour	17806	Clwyd	Wales
		S Burns	Conservative	16438
		EC Owen	SDP-Liberal Alliance	9535
		A Shore	Plaid Cymru	413

Amber Valley	66720	P Oppenheim	Conservative	21502	Derbyshire	East Midlands
		DM Bookbinder	Labour	18184
		B Johnson	SDP-Liberal Alliance	10989
		P Griffiths	Independent	856

Angus East	59359	PL Fraser	Conservative	19218	Tayside	East Scotland
		A Welsh	Scottish National Party	15691
		P Hammond	SDP-Liberal Alliance	4978
		C McConnell	Labour	3497
		P Ross	Ecology	239

Antrim East	58863	R Beggs	Ulster Unionist Party	14293	Northern Ireland	Northern Ireland
		J Allister	Democratic Unionist Party	13926
		M O'Cleary	Social Democratic and Labour Party	1047
		W Cunning	Independent	741
		A Kelly	Workers Party of Ireland	581

Antrim North	63254	I Paisley	Democratic Unionist Party	23922	Northern Ireland	Northern Ireland
		R Coulter	Ulster Unionist Party	10749
		S Farren	Social Democratic and Labour Party	6193
		P McMahon	Sinn Fein	2860
		MH Samuel	Ecology	451

Antrim South	59321	C Forsythe	Ulster Unionist Party	17727	Northern Ireland	Northern Ireland
		R Thompson	Democratic Unionist Party	10935
		G Mawhinney	Alliance Party of Northern Ireland	4612
		A Maginness	Social Democratic and Labour Party	3377
		S Laverty	Sinn Fein	1629
		K Smyth	Workers Party of Ireland	549

Argyll and Bute	47497	J MacKay	Conservative	13380	Argyll and Bute	West Scotland
		JR Michie	SDP-Liberal Alliance	9536
		I Smith	Scottish National Party	8514
		C McCafferty	Labour	3204

Arundel	74849	RM Marshall	Conservative	31096	West Sussex	South East
		J Walsh	SDP-Liberal Alliance	15391
		GC Rees	Labour	4302
		J Wadman	Conservative for Capital Punishment	1399

Ashfield	69791	DF Haynes	Labour	21859	Nottinghamshire	East Midlands
		R Seligman	Conservative	15772
		F Stein	SDP-Liberal Alliance	13812

Ashford	65442	K Speed	Conservative	27230	Kent	South East
		J Hawkes	SDP-Liberal Alliance	13319
		P Lewis	Labour	6167
		CA Porter	Ecology	569
		JW King	National Labour	456
		RE Lockwood	British National Party	195

Ashton under Lyne	58963	R Sheldon	Labour	20987	Eastern Manchester	Greater Manchester
		R Spring	Conservative	13290
		J Adler	SDP-Liberal Alliance	7521
		D Hallsworth	Independent	407

Aylesbury	72792	TH Raison	Conservative	30230	Buckinghamshire	Essex
		M Soole	SDP-Liberal Alliance	15310
		MP Moran	Labour	6364
		T Chapman	Independent	166

Ayr	65010	GK Younger	Conservative	21325	Ayrshire and Lanark	West Scotland
		K MacDonald	Labour	13338
		C Brodie	SDP-Liberal Alliance	12740
		I Goldie	Scottish National Party	2431

Banbury	65324	A Baldry	Conservative	26225	Oxfordshire	West
		K Fitchett	SDP-Liberal Alliance	13200
		JB Hodgson	Labour	9343
		DN Brough	Independent	383

Banff and Buchan	60403	A McQuarrie	Conservative	16072	Grampian	East Scotland
		D Henderson	Scottish National Party	15135
		E Needham	SDP-Liberal Alliance	6084
		IFR Lloyd	Labour	3150

Barking	52362	J Richardson	Labour	14415	Barking and Dagenham	North London
		H Summerson	Conservative	10389
		J Gibb	SDP-Liberal Alliance	8770
		I Newport	National Front	646

Barnsley Central	55115	R Mason	Labour	21847	South Yorkshire	Humberside
		H Oldfield	Conservative	7674
		G Reid	SDP-Liberal Alliance	7011

Barnsley East	53611	T Patchett	Labour	23905	South Yorkshire	Humberside
		P Tomlinson	SDP-Liberal Alliance	6413
		G England	Conservative	5749

Barnsley West and Penistone	60648	A McKay	Labour	22560	South Yorkshire	Humberside
		T Hartley	Conservative	12218
		J Evans	SDP-Liberal Alliance	9624

Barrow and Furness	67896	C Franks	Conservative	22284	Cumbria	North
		AE Booth	Labour	17707
		D Cottier	SDP-Liberal Alliance	11079

Basildon	69604	D Amess	Conservative	17516	Essex	Essex
		JGH Fulbrook	Labour	16137
		S Slipman	SDP-Liberal Alliance	11634

Basingstoke	71975	A Hunter	Conservative	28381	Hampshire	South
		GE Hudson Davies	SDP-Liberal Alliance	15931
		J McAllister	Labour	10646
		I Wilson	British National Party	344

Bassetlaw	65721	J Ashton	Labour	22231	Nottinghamshire	East Midlands
		M Cleasby	Conservative	18400
		B Withnall	SDP-Liberal Alliance	8124

Bath	64325	CF Patten	Conservative	22544	Bristol Area	West
		JM Dean	SDP-Liberal Alliance	17240
		AJ Pott	Labour	7259
		D Grimes	Ecology	441
		RS Wandle	Progressive Liberal	319
		GS Young	World Government Party	67

Batley and Spen	73798	EJ Peacock	Conservative	21433	West Yorkshire	Yorkshire
		KJ Woolmer	Labour	20563
		DS Woollery	SDP-Liberal Alliance	11678
		C Lord	Ecology	493

Battersea	65938	A Dubs	Labour	19248	Wandsworth	South London
		R Allason	Conservative	15972
		M Harris	SDP-Liberal Alliance	7675
		MJ Salt	National Front	539
		S Willington	Ecology	377
		T Jackson	Campaign for Black and White Unity	86
		K Purie-Harwell	Communist	22

Beaconsfield	66186	TJ Smith	Conservative	30552	Buckinghamshire	Essex
		D Ive	SDP-Liberal Alliance	12252
		JS Smith	Labour	5107

Beckenham	58719	PC Goodhart	Conservative	23606	Bromley	South London
		C Forrest	SDP-Liberal Alliance	10936
		JP Dowd	Labour	6386
		GW Younger	British National Party	203

Bedfordshire Mid	75558	NW Lyell	Conservative	33042	Bedfordshire	East Anglia
		M Howes	SDP-Liberal Alliance	15661
		J Tizard	Labour	9420

Bedfordshire North	71491	TH Skeet	Conservative	27969	Bedfordshire	East Anglia
		BK Gibbons	SDP-Liberal Alliance	14120
		P Healy	Labour	11323
		NJ Hughes	Independent	344

Bedfordshire South West	76298	WD Madel	Conservative	31767	Bedfordshire	East Anglia
		R Byfield	SDP-Liberal Alliance	16036
		W Cochrane	Labour	9899

Belfast East	55581	P Robinson	Democratic Unionist Party	17631	Northern Ireland	Northern Ireland
		J Burchill	Ulster Unionist Party	9642
		O Napier	Alliance Party of Northern Ireland	9373
		D Donaldson	Sinn Fein	682
		M Tang	Labour and Trade Union	584
		P Prendiville	Social Democratic and Labour Party	519
		F Cullen	Workers Party of Ireland	421
		H Boyd	Noise Abatement	59

Belfast North	61128	AC Walker	Ulster Unionist Party	15339	Northern Ireland	Northern Ireland
		G Searight	Democratic Unionist Party	8260
		B Feeny	Social Democratic and Labour Party	5944
		J Austin	Sinn Fein	5451
		P Maguire	Alliance Party of Northern Ireland	3879
		S Lynch	Workers Party of Ireland	2412
		W Gault	Independent Democratic Unionist Party	1134

Belfast South	53694	M Smyth	Ulster Unionist Party	18669	Northern Ireland	Northern Ireland
		D Cook	Alliance Party of Northern Ireland	8945
		RS McRae	Democratic Unionist Party	4565
		A McDonnell	Social Democratic and Labour Party	3216
		S McKnight	Sinn Fein	1107
		G Carr	Workers Party of Ireland	856

Belfast West	59750	G Adams	Sinn Fein	16379	Northern Ireland	Northern Ireland
		J Hendron	Social Democratic and Labour Party	10934
		G Fitt	Independent	10326
		T Passmore	Ulster Unionist Party	2435
		M McMahon	Workers Party of Ireland	1893

East Berkshire	81512	A MacKay	Conservative	33967	Berkshire	South
		K O'Sullivan	SDP-Liberal Alliance	17868
		E Rogers	Labour	7953

Berwick-upon-Tweed	53585	A Beith	SDP-Liberal Alliance	21958	Northumberland	North
		J Brazier	Conservative	13743
		V Baird	Labour	5975

Bethnal Green and Stepney	55333	PD Shore	Labour	15740	Tower Hamlets	North London
		S Charters	SDP-Liberal Alliance	9382
		D Argyropulo	Conservative	4323
		VJ Clark	National Front	800
		J Rees	Communist	243
		B Chadhuri	Independent	214
		P Mahoney	Radical and Anti-Parliamentarian	136

Beverley	75813	P Wall	Conservative	31233	Humberside	Humberside
		M Pitts	SDP-Liberal Alliance	17364
		EM Morley	Labour	6921

Bexhill and Battle	61785	C Wardle	Conservative	30329	East Sussex	South East
		P Smith	SDP-Liberal Alliance	10583
		I Pearson	Labour	3587
		A Rix	Ecology	538

Bexleyheath	59263	GD Townsend	Conservative	23411	Bexley	South London
		B Standen	SDP-Liberal Alliance	13153
		A Earlem	Labour	7560

Billericay	74779	KH Proctor	Conservative	29635	Essex	Essex
		E Bonner	SDP-Liberal Alliance	15020
		C Sewell	Labour	10528

Birkenhead	67293	F Field	Labour	23249	Merseyside	Lancashire
		T Peet	Conservative	13535
		G Lindsay	SDP-Liberal Alliance	9782
		H Clarke	Ecology	337

Birmingham Edgbaston	55063	JCJ Knight	Conservative	19585	Birmingham	West Midlands
		J Binns	SDP-Liberal Alliance	8167
		PA Bilson	Labour	7647
		J Hurdley	Ecology	516
		ST Hardwicks	Independent Conservative	293
		PA Davies	Communist	169
		DC Howlett	Jesus and His Cross	97

Birmingham Erdington	56019	R Corbett	Labour	14930	Birmingham	West Midlands
		D Moylan	Conservative	14699
		C Barber	SDP-Liberal Alliance	7915

Birmingham Hall Green	61023	RE Eyre	Conservative	21142	Birmingham	West Midlands
		MH Willis	Labour	11769
		J Hemming	SDP-Liberal Alliance	10175

Birmingham Hodge Hill	61234	T Davis	Labour	19692	Birmingham	West Midlands
		P Roe	Conservative	14600
		GA Gopsill	SDP-Liberal Alliance	6557
		N Tomkinson	National Front	529

Birmingham Ladywood	60441	C Short	Labour	19278	Birmingham	West Midlands
		P Le Hunte	Conservative	10248
		K Hardeman	SDP-Liberal Alliance	7758
		B Bakhtaura	Stop Deportation of Black People	355
		RW Atkinson	Workers Revolutionary Party	198

Birmingham Northfield	74326	R King	Conservative	22596	Birmingham	West Midlands
		J Spellar	Labour	19836
		D Webb	SDP-Liberal Alliance	10045
		P Shepherd	Communist	420

Birmingham Perry Barr	74371	JW Rooker	Labour	27061	Birmingham	West Midlands
		MD Portillo	Conservative	19659
		CEG Williams	SDP-Liberal Alliance	4773

Birmingham Selly Oak	71671	A Beaumont-Dark	Conservative	23008	Birmingham	West Midlands
		J Turner	Labour	17612
		K Wheldall	SDP-Liberal Alliance	10613

Birmingham Small Heath	59376	D Howell	Labour	22874	Birmingham	West Midlands
		P Nischal	Conservative	7622
		A Bostock	SDP-Liberal Alliance	5722

Birmingham Sparkbrook	53612	R Hattersley	Labour	19757	Birmingham	West Midlands
		P Douglas-Osborn	Conservative	9209
		OS Parmar	SDP-Liberal Alliance	3416
		F Eden	Revolutionary Communist	305
		CSA Chinn	Independent	281

Birmingham Yardley	57707	D Bevan	Conservative	17986	Birmingham	West Midlands
		RD Godsiff	Labour	15121
		D Bennett	SDP-Liberal Alliance	8109
		R Jones	National Front	415

Bishop Auckland	71142	D Foster	Labour	22750	Durham	North
		B Legg	Conservative	18444
		A Collinge	SDP-Liberal Alliance	10070

Blaby	71930	N Lawson	Conservative	32689	Leicestershire	East Midlands
		R Lustig	SDP-Liberal Alliance	15573
		C Wrigley	Labour	6838
		P Gegan	National Front	568

Blackburn	76078	JW Straw	Labour	25400	Lancashire	Lancashire
		G Mather	Conservative	22345
		E Fairbrother	SDP-Liberal Alliance	8174
		DA Riley	National Front	864

Blackpool North	57576	NA Miscampbell	Conservative	20592	Lancashire	Lancashire
		C Heyworth	SDP-Liberal Alliance	10440
		MJ Hindley	Labour	8730
		AS Hanson	National Front	514

Blackpool South	56201	P Blaker	Conservative	19852	Lancashire	Lancashire
		FJ Jackson	Labour	9714
		A Cox	SDP-Liberal Alliance	9417
		W Smith	National Front	236

Blaenau Gwent	55948	MM Foot	Labour	30113	Mid Glamorgan and Gwent	Wales
		G Atkinson	SDP-Liberal Alliance	6408
		T Morgan	Conservative	4816
		S Morgan	Plaid Cymru	1624

Blaydon	65481	JD McWilliam	Labour	21285	Newcastle area	North
		A Williams	Conservative	14063
		M Carr	SDP-Liberal Alliance	12607

Blyth Valley	57639	J Ryman	Labour	16583	Northumberland	North
		R Brownlow	SDP-Liberal Alliance	13340
		A Hargreaves	Conservative	11657
		S Robinson	Independent	406

Bolsover	64769	DE Skinner	Labour	26514	Derbyshire	East Midlands
		S Roberts	Conservative	12666
		S Reddish	SDP-Liberal Alliance	7886

