=counta( r[2]c:r_c )	=sum( r[2]c:r_c )	=counta( r[2]c:r_c )		=sum( r[2]c:r_c )	= 100 * rc5 / rc2
Constituency Name	Electorate	Candidate (* = incumbent MP)	Party	Votes	County	Region

Aberavon	51650	J Morris	Labour	26877	West Glamorgan	Wales
		H Williams	Conservative	5567
		M Harris	Liberal Democrats	4999
		D Saunders	Plaid Cymru	1919
		Capt Beany	Real Bean	707

Aberdeen North	60217	R Hughes	Labour	18845	Grampian	East Scotland
		JA McGugan	Scottish National Party	9608
		P Cook	Conservative	6836
		MA Ford	Liberal Democrats	4772

Aberdeen South	58881	RS Robertson	Conservative	15808	Grampian	East Scotland
		F Doran	Labour	14291
		JC Davidson	Scottish National Party	6223
		I Keith	Liberal Democrats	4767

Aldershot	81754	JMG Critchley	Conservative	36974	Hampshire	South
		AP Collett	Liberal Democrats	17786
		J A Smith	Labour	8552
		D Robinson	Liberal	1038

Aldridge-Brownhills	63404	RCS Shepherd	Conservative	28431	West Midlands	West Midlands
		N Fawcett	Labour	17407
		S Reynolds	Liberal Democrats	6503

Altrincham and Sale	65897	F Montgomery	Conservative	29066	Central Manchester	Greater Manchester
		ME Atherton	Labour	12275
		JH Mulholland	Liberal Democrats	11601
		J Renwick	Natural Law	212

Alyn and Deeside	60477	SB Jones	Labour	25206	Clwyd	Wales
		JJ Riley	Conservative	17355
		R Britton	Liberal Democrats	4687
		J Rogers	Plaid Cymru	551
		V Button	Green	433
		J Cooksey	Independent	200

Amber Valley	70155	PACL Oppenheim	Conservative	27418	Derbyshire	East Midlands
		JG Cooper	Labour	26706
		G Brocklebank	Liberal Democrats	5294

Angus East	63170	A Welsh	Scottish National Party	19006	Tayside	East Scotland
		RO Harris	Conservative	18052
		DG Taylor	Labour	5994
		CA McLeod	Liberal Democrats	3897
		DM McCabe	Green	449

Antrim East	62839	JR Beggs	Ulster Unionist Party	16966	Northern Ireland	Northern Ireland
		N Dodds	Democratic Unionist Party	9544
		S Neeson	Alliance Party of Northern Ireland	9132
		M Boal	Conservative	3359
		A Palmer	Natural Law	250

Antrim North	69124	IRK Paisley	Democratic Unionist Party	23152	Northern Ireland	Northern Ireland
		J Gaston	Ulster Unionist Party	8216
		S Farren	Social Democratic and Labour Party	6512
		G Williams	Alliance Party of Northern Ireland	3442
		R Sowler	Conservative	2263
		J McGarry	Sinn Fein	1916

Antrim South	68013	C Forsythe	Ulster Unionist Party	29956	Northern Ireland	Northern Ireland
		D McClelland	Social Democratic and Labour Party	5397
		J Blair	Alliance Party of Northern Ireland	5224
		H Cushinan	Sinn Fein	1220
		D Martin	Loony Green	442

Argyll and Bute	47894	JR Michie	Liberal Democrats	12739	Argyll and Bute	West Scotland
		J Corrie	Conservative	10117
		DN MacCormick	Scottish National Party	8689
		D Browne	Labour	4946

Arundel	79241	M Marshall	Conservative	35405	West Sussex	South East
		JMM Walsh	Liberal Democrats	15542
		RA Nash	Labour	8321
		D Renson	Liberal	1103
		R Corbin	Green	693

Ashfield	75075	GW Hoon	Labour	32018	Nottinghamshire	East Midlands
		LA Robertson	Conservative	19031
		JS Turton	Liberal Democrats	7291

Ashford	71767	HK Speed	Conservative	31031	Kent	South East
		CLB Headley	Liberal Democrats	13672
		D Cameron	Labour	11365
		CA Porter	Green	773

Ashton under Lyne	58701	RE Sheldon	Labour	24550	Eastern Manchester	Greater Manchester
		J Pinniger	Conservative	13615
		CW Turner	Liberal Democrats	4005
		C Hall	Liberal	907
		J Brannigan	Natural Law	289

Aylesbury	79208	DR Lidington	Conservative	36500	Buckinghamshire	Essex
		SM Bowles	Liberal Democrats	17640
		R Priest	Labour	8517
		N Foster	Green	702
		B D'Arcy	Natural Law	239

Ayr	65481	PR Gallie	Conservative	22172	Ayrshire and Lanark	West Scotland
		A Osbourne	Labour	22087
		B Mullin	Scottish National Party	5949
		JA Boss	Liberal Democrats	4067
		R Scott	Natural Law	132

Banbury	71840	AB Baldry	Conservative	32215	Oxfordshire	West
		A Billingham	Labour	15495
		GJ Fisher	Liberal Democrats	10602
		R Ticciati	Natural Law	250

Banff and Buchan	64873	AEA Salmond	Scottish National Party	21954	Grampian	East Scotland
		S Manson	Conservative	17846
		B Balcombe	Labour	3803
		R Kemp	Liberal Democrats	2588

Barking	50454	J Richardson	Labour	18224	Barking and Dagenham	North London
		JG Kennedy	Conservative	11956
		SW Churchman	Liberal Democrats	5133

Barnsley Central	55373	EE Illsley	Labour	27048	South Yorkshire	Humberside
		D Senior	Conservative	7687
		S Cowton	Liberal Democrats	4321

Barnsley East	54051	T Patchett	Labour	30346	South Yorkshire	Humberside
		J Procter	Conservative	5569
		S Anginotti	Liberal Democrats	3399

Barnsley West and Penistone	63374	M Clapham	Labour	27965	South Yorkshire	Humberside
		G Sawyer	Conservative	13461
