=counta( r[2]c:r_c )	=sum( r[2]c:r_c )	=counta( r[2]c:r_c )		=sum( r[2]c:r_c )	= 100 * rc5 / rc2
Constituency Name	Electorate	Candidate (* = incumbent MP)	Party	Votes	County	Region

Aberavon	56777	J Morris	Labour	33103	West Glamorgan	Wales
		JS Thomas	Conservative	9424
		G John	Plaid Cymru	2118
		JT Hart	Communist	1260

Aberdare	47519	AR Probert	Labour	29106	Mid Glamorgan and Gwent	Wales
		PN Price	Conservative	5780
		DW Thomas	Plaid Cymru	2723

Aberdeen North	61776	HSJ Hughes	Labour	31844	Grampian	East Scotland
		JC McInnes	Conservative	14366

Aberdeen South	61636	Lady Tweedsmuir	Conservative	25824	Grampian	East Scotland
		DC Dewar	Labour	21926
		JB Reid	Scottish National Party	3898

Aberdeenshire East	43502	P Wolridge-Gordon	Conservative	14621	Grampian	East Scotland
		NW King	Liberal	7088
		D McGibbon	Labour	6840
		BM Cockie	Scottish National Party	1925

Aberdeenshire West	45744	AF Hendry	Conservative	16429	Grampian	East Scotland
		JDG Davidson	Liberal	11754
		KA Munro	Labour	7203

Abertillery	37310	L Williams	Labour	24204	Mid Glamorgan and Gwent	Wales
		PWI Rees	Conservative	3973

Abingdon	69102	AMS Neave	Conservative	26707	Oxfordshire	West
		FJ Riddell	Labour	20334
		VI Perl	Liberal	8627

Accrington	48969	H Hynd	Labour	20561	Lancashire	Lancashire
		V Montagu	Conservative	15143
		TA Maher	Liberal	5653

Acton	44557	BFC Floud	Labour	17022	Ealing	South London
		PW Holland	Conservative	14423
		BN Martin-Kaye	Liberal	3049

Aldershot	66098	E Errington	Conservative	25797	Hampshire	South
		EK Collard	Labour	13718
		GE Owen	Liberal	10066

Altrincham and Sale	65716	FJ Erroll	Conservative	24982	Central Manchester	Greater Manchester
		RD Roebuck	Labour	14945
		DF Burden	Liberal	13429

Anglesey	35793	C Hughes	Labour	13553	Gwynedd	Wales
		JE Jones	Conservative	7016
		EG Jones	Liberal	5730
		RT Jones	Plaid Cymru	1817

Angus North and Mearns	35325	AL Buchanan-Smith	Conservative	13401	Tayside	East Scotland
		KAJ Barton	Liberal	9268
		KM Klopper	Labour	4513

Angus South	44495	J Bruce-Gardyne	Conservative	19566	Tayside	East Scotland
		RG Douglas	Labour	7590
		CBH Scott	Liberal	6472

Antrim North	70779	H Clark	Ulster Unionist Party	40372	Northern Ireland	Northern Ireland
		S Caughey	Republican	4424

Antrim South	105315	SK Cunningham	Ulster Unionist Party	47325	Northern Ireland	Northern Ireland
		SA Stewart	NI Labour	16531
		L Wilson	Republican	3830

Argyll	39965	MAC Noble	Conservative	13277	Argyll and Bute	West Scotland
		DL McMillan	Labour	8120
		J Mackay	Liberal	6707

Armagh	74712	JE Maginnis	Ulster Unionist Party	35223	Northern Ireland	Northern Ireland
		J Lynch	Republican	12432
		SD Ewart	NI Labour	6523

Arundel and Shoreham	84026	HB Kerby	Conservative	36943	West Sussex	South East
		AAR Thompson	Labour	15624
		PM Bulwer	Liberal	11671

Ashfield	61960	WN Warbey	Labour	34841	Nottinghamshire	East Midlands
		TL Wright	Conservative	12989

Ashford	54879	WF Deedes	Conservative	21026	Kent	South East
		CA Thomas	Labour	11989
		JGW Peck	Liberal	9531

Ashton under Lyne	58411	RE Sheldon	Labour	24657	Eastern Manchester	Greater Manchester
		HD Moore	Conservative	20550

Aylesbury	63262	GS Summers	Conservative	23856	Buckinghamshire	Essex
		GD Western	Labour	16467
		T Joyce	Liberal	10301

Ayr	46269	GKH Younger	Conservative	20047	Ayrshire and Lanark	West Scotland
		A Eadie	Labour	18346

Ayrshire Central	50510	AC Manuel	Labour	23999	Ayrshire and Lanark	West Scotland
		GR Rickman	Conservative	18523

Ayrshire North and Bute	44350	F Maclean	Conservative	16497	Ayrshire and Lanark	West Scotland
		D Lambie	Labour	11934
		RJ Gammon	Liberal	4671

Ayrshire South	47936	E Hughes	Labour	24795	Ayrshire and Lanark	West Scotland
		WH Hunter	Conservative	12392

Banbury	70178	HN Marten	Conservative	27281	Oxfordshire	West
		GT Fowler	Labour	22159
		FJ Ware	Liberal	7851
		J Hayward	Farmers' Candidate	534

Banffshire	30880	WHK Baker	Conservative	9995	Grampian	East Scotland
		H Dickson	Labour	5574
		TA Macnair	Liberal	5354

Barking	50326	TEN Driberg	Labour	23055	Barking and Dagenham	North London
		GC Waterer	Conservative	8296
		NH Donahue	Liberal	5463

Barkston Ash	58246	MJH Alison	Conservative	27897	North Yorkshire	Yorkshire
		N Holding	Labour	19533

Barnet	65493	R Maudling	Conservative	25537	Barnet	North London
		DHP Levy	Labour	17024
		HR Tinker	Liberal	10179
		PH Figgis	Independent	706

Barnsley	69658	R Mason	Labour	37250	South Yorkshire	Humberside
		JV Hall	Conservative	9417
		JH Dossett	Liberal	9089

Barons Court	46048	IS Richard	Labour	15966	Hammersmith and Fulham	North London
		WC Carr	Conservative	14800
		SHJA Knott	Liberal	2821

Barrow-in-Furness	51601	W Monslow	Labour	22197	Cumbria	North
		P Davies	Conservative	18068

Barry	64319	HR Gower	Conservative	28600	South Glamorgan	Wales
		D Marquand	Labour	24334

Basingstoke	68698	DB Mitchell	Conservative	26466	Hampshire	South
		B Tilley	Labour	18490
		BE Goldstone	Liberal	8708

Bassetlaw	60752	FJ Bellenger	Labour	27612	Nottinghamshire	East Midlands
		RWM Orme	Conservative	19167

Bath	56806	EJ Brown	Conservative	22255	Bristol Area	West
		FS Moorhouse	Labour	16464
		BR Pamplin	Liberal	8795
		SG Young	World Government Party	318

Batley and Morley	56436	ADD Broughton	Labour	23362	West Yorkshire	Yorkshire
		PJD Marshall	Conservative	13477
		IH Lester	Liberal	7564

Battersea North	35659	DPT Jay	Labour	14930	Wandsworth	South London
		RG Taylor	Conservative	5847
		SR Jakobi	Liberal	2187
		GM Easton	Communist	471

Battersea South	36186	EG Perry	Labour	12253	Wandsworth	South London
		E Partridge	Conservative	10615
		D Layton	Liberal	3294

Bebington	73474	REG Howe	Conservative	26943	Cheshire	Severn
		E Brooks	Labour	24734
		MJG Tompkins	Liberal	7765

Beckenham	72692	PC Goodhart	Conservative	30070	Bromley	South London
		AH Macdonald	Labour	13338
		HH Monroe	Liberal	12821

Bedford	58912	ACJ Soames	Conservative	21404	Bedfordshire	East Anglia
		BS Parkyn	Labour	18256
		WE Norton	Liberal	7712

Bedfordshire Mid	58640	S Hastings	Conservative	22414	Bedfordshire	East Anglia
		CT Bell	Labour	17096
		WG Matthews	Liberal	9184

Bedfordshire South	83307	NJ Cole	Conservative	33838	Bedfordshire	East Anglia
		DJ Nisbet	Labour	33499

Bedwellty	44538	HJ Finch	Labour	29425	Mid Glamorgan and Gwent	Wales
		CJ Cox	Conservative	5810

Belfast East	58196	SR McMaster	Ulster Unionist Party	24804	Northern Ireland	Northern Ireland
		SJ Watt	NI Labour	15555
		D McConnell	Republican	1827

Belfast North	72400	WS Mills	Ulster Unionist Party	29976	Northern Ireland	Northern Ireland
		JW McDowell	NI Labour	17564
		F McGlade	Republican	2743

Belfast South	57557	R Pounder	Ulster Unionist Party	27422	Northern Ireland	Northern Ireland
		JH Barkley	NI Labour	8792
		JB Rosenfield	Liberal	1941
		R McKnight	Republican	1159

Belfast West	69399	JA Kilfedder	Ulster Unionist Party	21337	Northern Ireland	Northern Ireland
		H Diamond	Republican Labour	14678
		WR Boyd	NI Labour	12579
		L McMillan	Republican	3256

Belper	74891	GA Brown	Labour	30481	Derbyshire	East Midlands
		JL Lowther	Conservative	24169
		N Heathcote	Liberal	9807

Bermondsey	34845	RJ Mellish	Labour	17481	Southwark	South London
		JGLM Porter	Conservative	4568

Berwick and East Lothian	50251	WJ Anstruther-Gray	Conservative	21669	Edinburgh area	East Scotland
		JP Mackintosh	Labour	21044

Berwick-upon-Tweed	39915	Visc. Lambton	Conservative	15851	Northumberland	North
		RC Jelley	Labour	8218
		NB Madison	Liberal	7681

Bethnal Green	51906	P Holman	Labour	19914	Tower Hamlets	North London
		S Stout-Kerr	Conservative	5593
		TD Gates	Liberal	5296

Bexley	64240	ERG Heath	Conservative	25716	Bexley	South London
		LL Reeves	Labour	21127
		PL McArthur	Liberal	6161
		J Paul	Anti-Common Market League	1263

Billericay	96762	EL Gardner	Conservative	35347	Essex	Essex
		RA Smythe	Labour	33755
		PMT Sheldon-Williams	Liberal	10706

Bilston	71005	R Edwards	Labour	27986	West Midlands	West Midlands
		FJ Oxford	Conservative	24686

Birkenhead	56594	E Dell	Labour	23994	Merseyside	Lancashire
		RK Morland	Conservative	18133

Birmingham All Saints	44594	AB Walden	Labour	14975	Birmingham	West Midlands
		JH Hollingworth	Conservative	14505

Birmingham Aston	54544	J Silverman	Labour	19512	Birmingham	West Midlands
		AM Beaumont-Dark	Conservative	16146

Birmingham Edgbaston	50966	E Pitt	Conservative	22818	Birmingham	West Midlands
		AJ Kazantzis	Labour	11059

Birmingham Hall Green	59984	A Jones	Conservative	23879	Birmingham	West Midlands
		GS Rea	Labour	14477
		P Jessel	Liberal	7113

Birmingham Handsworth	53243	ECG Boyle	Conservative	16841	Birmingham	West Midlands
		SRR Wright	Labour	11909
		WL Lawler	Liberal	6249
		SW Keatley	Independent	459

Birmingham Ladywood	29735	VF Yates	Labour	10098	Birmingham	West Midlands
		TG John	Conservative	5879

Birmingham Northfield	80377	WD Chapman	Labour	29301	Birmingham	West Midlands
		HB Adkins	Conservative	25063
		R Lewthwaite	Liberal	7682

Birmingham Perry Barr	49454	WR Davies	Conservative	18483	Birmingham	West Midlands
		CA Howell	Labour	18156

Birmingham Selly Oak	56798	HE Gurden	Conservative	21443	Birmingham	West Midlands
		J Garwell	Labour	16232

Birmingham Small Heath	46268	D Howell	Labour	17010	Birmingham	West Midlands
		AJ Prescott	Conservative	10233
		G Jelf	Communist	926

Birmingham Sparkbrook	45877	RSG Hattersley	Labour	16287	Birmingham	West Midlands
		LG Seymour	Conservative	15033

Birmingham Stechford	55541	RH Jenkins	Labour	22421	Birmingham	West Midlands
		DL Knox	Conservative	17033

Birmingham Yardley	58934	IL Evans	Labour	22788	Birmingham	West Midlands
		LH Cleaver	Conservative	22619

Bishop Auckland	47338	HJ Boyden	Labour	22310	Durham	North
		JV Ropner	Conservative	13782

Blackburn	57034	BA Castle	Labour	26543	Lancashire	Lancashire
		JMA Yerburgh	Conservative	19650

Blackpool North	55729	NA Miscampbell	Conservative	19633	Lancashire	Lancashire
		H Hague	Liberal	11462
		T McKellar	Labour	10543

Blackpool South	57343	PAR Blaker	Conservative	23769	Lancashire	Lancashire
		PP Hall	Labour	16986

Blaydon	48566	RE Woof	Labour	25926	Newcastle area	North
		NC Bailey	Conservative	12932

Blyth	62805	EJ Milne	Labour	37336	Northumberland	North
		GP Davidson	Conservative	11832

Bodmin	44906	PJ Bessell	Liberal	18046	Cornwall	South West
		D Marshall	Conservative	14910
		TF Mitchell	Labour	4172

Bolsover	49900	H Neal	Labour	31234	Derbyshire	East Midlands
		PT Cormack	Conservative	8131

Bolton East	59227	RL Howarth	Labour	21937	Western Manchester	Greater Manchester
		E Taylor	Conservative	18785
		A Cooper	Liberal	6873

Bolton West	51346	GJ Oakes	Labour	16519	Western Manchester	Greater Manchester
		D Sisson	Conservative	13522
		AF Holt	Liberal	10086

Bootle	49284	S Mahon	Labour	21677	Merseyside	Lancashire
