=counta( r[2]c:r_c )	=sum( r[2]c:r_c )	=counta( r[2]c:r_c )		=sum( r[2]c:r_c )	= 100 * rc5 / rc2
Constituency Name	Electorate	Candidate (* = incumbent MP)	Party	Votes	County	Region

Aberavon	52280	J Morris	Labour	27126	West Glamorgan	Wales
		M Harris	SDP-Liberal Alliance	6517
		P Warwick	Conservative	5861
		A Howells	Plaid Cymru	1124

Aberdeen North	63214	R Hughes	Labour	24145	Grampian	East Scotland
		R Smith	SDP-Liberal Alliance	7867
		GEC Scanlan	Conservative	6330
		P Greenhorn	Scottish National Party	5827

Aberdeen South	62943	F Doran	Labour	15917	Grampian	East Scotland
		GP Malone	Conservative	14719
		IG Philip	SDP-Liberal Alliance	8844
		MF Weir	Scottish National Party	2776

Aldershot	80797	JMG Critchley	Conservative	35272	Hampshire	South
		RA Hargreaves	SDP-Liberal Alliance	17488
		IH Pearson	Labour	7061

Aldridge-Brownhills	62129	RCS Shepherd	Conservative	26434	West Midlands	West Midlands
		C Duncan	Labour	14038
		G Betteridge	SDP-Liberal Alliance	9084

Altrincham and Sale	67611	F Montgomery	Conservative	27746	Central Manchester	Greater Manchester
		J Mulholland	SDP-Liberal Alliance	13518
		D Hinder	Labour	10617

Alyn and Deeside	58674	SB Jones	Labour	22916	Clwyd	Wales
		NJ Twilley	Conservative	16500
		ECH Owen	SDP-Liberal Alliance	7273
		JD Rogers	Plaid Cymru	478

Amber Valley	68478	PACL Oppenheim	Conservative	28603	Derbyshire	East Midlands
		DM Bookbinder	Labour	19103
		S Reynolds	SDP-Liberal Alliance	7904

Angus East	61060	A Welsh	Scottish National Party	19536	Tayside	East Scotland
		PL Fraser	Conservative	17992
		R Mennie	Labour	4971
		I Mortimer	SDP-Liberal Alliance	3592

Antrim East	60587	JR Beggs	Ulster Unionist Party	23942	Northern Ireland	Northern Ireland
		S Neeson	Alliance Party of Northern Ireland	8582
		A Kelly	Workers Party of Ireland	936

Antrim North	65733	IRK Paisley	Democratic Unionist Party	28383	Northern Ireland	Northern Ireland
		S Farren	Social Democratic and Labour Party	5149
		G Williams	Alliance Party of Northern Ireland	5140
		S Reagan	Sinn Fein	2633

Antrim South	61649	C Forsythe	Ulster Unionist Party	25395	Northern Ireland	Northern Ireland
		G Mawhinney	Alliance Party of Northern Ireland	5808
		D McClelland	Social Democratic and Labour Party	3611
		H Cushinan	Sinn Fein	1592

Argyll and Bute	48700	JR Mitchie	SDP-Liberal Alliance	13726	Argyll and Bute	West Scotland
		JJ MacKay	Conservative	12332
		R Shaw	Scottish National Party	6297
		D Tierney	Labour	4437

Arundel	78683	RM Marshall	Conservative	34356	West Sussex	South East
		JMM Walsh	SDP-Liberal Alliance	15476
		P Slowe	Labour	6177

Ashfield	70937	DF Haynes	Labour	22812	Nottinghamshire	East Midlands
		BG Coleman	Conservative	18412
		FB Stein	SDP-Liberal Alliance	13542

Ashford	70052	HK Speed	Conservative	29978	Kent	South East
		NN Macmillan	SDP-Liberal Alliance	14490
		MJ Wiggins	Labour	7775
		CA Porter	Green	778

Ashton under Lyne	58440	RE Sheldon	Labour	22389	Eastern Manchester	Greater Manchester
		HL Cadman	Conservative	13103
		MJ Hunter	SDP-Liberal Alliance	7760

Aylesbury	76919	THF Raison	Conservative	32970	Buckinghamshire	Essex
		MA Soole	SDP-Liberal Alliance	16412
		J Larner	Labour	7936

Ayr	66450	GKH Younger	Conservative	20942	Ayrshire and Lanark	West Scotland
		K MacDonald	Labour	20760
		KM Moody	SDP-Liberal Alliance	7859
		C Weir	Scottish National Party	3548

Banbury	69455	AB Baldry	Conservative	29716	Oxfordshire	West
		DC Rowland	SDP-Liberal Alliance	12386
		JA Honeybone	Labour	10789

Banff and Buchan	62149	AEA Salmond	Scottish National Party	19462	Grampian	East Scotland
		A McQuarrie	Conservative	17021
		GM Burness	SDP-Liberal Alliance	4211
		JM Livie	Labour	3281

Barking	51639	J Richardson	Labour	15307	Barking and Dagenham	North London
		WK Sharp	Conservative	11898
		JK Gibb	SDP-Liberal Alliance	7336

Barnsley Central	55902	EE Illsley	Labour	26139	South Yorkshire	Humberside
		V Prais	Conservative	7088
		SAM Holland	SDP-Liberal Alliance	5928

Barnsley East	53505	T Patchett	Labour	28948	South Yorkshire	Humberside
		WJ Clappison	Conservative	5437
		GJ Griffiths	SDP-Liberal Alliance	4482

Barnsley West and Penistone	61091	A McKay	Labour	26498	South Yorkshire	Humberside
		AJC Duncan	Conservative	12307
		R Hall	SDP-Liberal Alliance	7409

Barrow and Furness	69288	CS Franks	Conservative	25431	Cumbria	North
		P Phizacklea	Labour	21504
		RW Phelps	SDP-Liberal Alliance	7799

Basildon	68500	DA Amess	Conservative	21858	Essex	Essex
		JGH Fulbrook	Labour	19209
		RM Auvray	SDP-Liberal Alliance	9139

Basingstoke	78003	ARF Hunter	Conservative	33657	Hampshire	South
		D Bennett	SDP-Liberal Alliance	15764
		P Daden	Labour	10632

Bassetlaw	68043	JW Ashton	Labour	25385	Nottinghamshire	East Midlands
		DRJ Selves	Conservative	19772
		WG Smith	SDP-Liberal Alliance	7616

Bath	65246	CF Patten	Conservative	23515	Bristol Area	West
		JM Dean	SDP-Liberal Alliance	22103
		J Smith	Labour	5507
		DN Wall	Green	687

Batley and Spen	74347	EJ Peacock	Conservative	25512	West Yorkshire	Yorkshire
		KJ Woolmer	Labour	24150
		K Burke	SDP-Liberal Alliance	8372
		A Harrison	Moderate Labour	689

Battersea	66979	JC Bowis	Conservative	20945	Wandsworth	South London
		A Dubs	Labour	20088
		DI Harries	SDP-Liberal Alliance	5634
		SG Willington	Green	559
		AB Bell	Workers Revolutionary Party	116

Beaconsfield	67713	TJ Smith	Conservative	33324	Buckinghamshire	Essex
		DH Ive	SDP-Liberal Alliance	11985
		KJ Harper	Labour	5203

Beckenham	60110	P Goodhart	Conservative	24903	Bromley	South London
		CG Darracott	SDP-Liberal Alliance	11439
		KG Ritchie	Labour	7888

Bedfordshire Mid	80673	NW Lyell	Conservative	37411	Bedfordshire	East Anglia
		NC Hills	SDP-Liberal Alliance	14560
		J Heywood	Labour	11463

Bedfordshire North	73536	T Skeet	Conservative	29845	Bedfordshire	East Anglia
		JV Lennon	SDP-Liberal Alliance	13340
		CB Henderson	Labour	13140
		CD Slee	OOBPC	435

Bedfordshire South West	78956	WD Madel	Conservative	36140	Bedfordshire	East Anglia
		JR Burrow	SDP-Liberal Alliance	13835
		PH Dimoldenberg	Labour	11352
		PJ Rollings	Green	822

Belfast East	54628	PD Robinson	Democratic Unionist Party	20372	Northern Ireland	Northern Ireland
		J Alderdice	Alliance Party of Northern Ireland	10574
		F Cullen	Workers Party of Ireland	1314
		J O'Donnell	Sinn Fein	649

Belfast North	59124	AC Walker	Ulster Unionist Party	14355	Northern Ireland	Northern Ireland
		A Maginness	Social Democratic and Labour Party	5795
		G Seawright	Protestant Unionist	5671
		P McManus	Sinn Fein	5062
		S Lynch	Workers Party of Ireland	3062
		T Campbell	Alliance Party of Northern Ireland	2871

Belfast South	54208	WM Smyth	Ulster Unionist Party	18917	Northern Ireland	Northern Ireland
		D Cook	Alliance Party of Northern Ireland	6963
		A McDonnell	Social Democratic and Labour Party	4268
		G Carr	Workers Party of Ireland	1528
		S McKnight	Sinn Fein	1030

Belfast West	59324	G Adams	Sinn Fein	16862	Northern Ireland	Northern Ireland
		JG Hendron	Social Democratic and Labour Party	14641
		F Miller	Ulster Unionist Party	7646
		M McMahon	Workers Party of Ireland	1819

East Berkshire	87820	AJ MacKay	Conservative	39094	Berkshire	South
		LA Murray	SDP-Liberal Alliance	16468
		RJE Evans	Labour	9287

Berwick-upon-Tweed	54378	AJ Beith	SDP-Liberal Alliance	21903	Northumberland	North
		T Middleton	Conservative	12400
		S Lambert	Labour	7360
		N Pamphilion	Green	379

Bethnal Green and Stepney	55769	PD Shore	Labour	15490	Tower Hamlets	North London
		JA Shaw	SDP-Liberal Alliance	10206
		OH Maitland	Conservative	6176
		S Gasquoine	Communist	232

Beverley	78923	JD Cran	Conservative	31459	Humberside	Humberside
		J Bryant	SDP-Liberal Alliance	18864
		M Shaw	Labour	9901

Bexhill and Battle	65288	CF Wardle	Conservative	33570	East Sussex	South East
		R Kiernan	SDP-Liberal Alliance	13051
		DK Watts	Labour	3903

Bexleyheath	59448	CD Townsend	Conservative	24866	Bexley	South London
		BC Standen	SDP-Liberal Alliance	13179
		JF Little	Labour	8218

Billericay	79535	TE Gorman	Conservative	33741	Essex	Essex
		M Birch	SDP-Liberal Alliance	15755
		R Howitt	Labour	11942

Birkenhead	65662	F Field	Labour	27883	Merseyside	Lancashire
		KJ Costa	Conservative	12511
		R Kemp	SDP-Liberal Alliance	7095

Birmingham Edgbaston	54416	J Knight	Conservative	18595	Birmingham	West Midlands
		J Wilton	Labour	10014
		JC Binns	SDP-Liberal Alliance	7843
		P Simpson	Green	559
		ST Hardwick	Independent Conservative	307

Birmingham Erdington	54179	R Corbett	Labour	17037	Birmingham	West Midlands
		PJ Johnston	Conservative	14570
		N Biddlestone	SDP-Liberal Alliance	5530

Birmingham Hall Green	61148	AR Hargreaves	Conservative	20478	Birmingham	West Midlands
		E Brook	Labour	12857
		M Wilkes	SDP-Liberal Alliance	12323

Birmingham Hodge Hill	59296	TAG Davis	Labour	19872	Birmingham	West Midlands
		S Eyre	Conservative	15083
		KG Hardeman	SDP-Liberal Alliance	5868

Birmingham Ladywood	58761	C Short	Labour	21971	Birmingham	West Midlands
		ST Lee	Conservative	11943
		G Sangha	SDP-Liberal Alliance	3532
		J Millington	Green	650

Birmingham Northfield	73319	RD King	Conservative	24024	Birmingham	West Midlands
		JF Spellar	Labour	20889
		J Gordon	SDP-Liberal Alliance	8319

Birmingham Perry Barr	73767	JW Rooker	Labour	25894	Birmingham	West Midlands
		JDB Taylor	Conservative	18961
		DD Webb	SDP-Liberal Alliance	6514

Birmingham Selly Oak	72213	A Beaumont-Dark	Conservative	23305	Birmingham	West Midlands
		A Bore	Labour	20721
		C Cane	SDP-Liberal Alliance	8128
		M Hackett	Green	611

Birmingham Small Heath	56722	DH Howell	Labour	22787	Birmingham	West Midlands
		P Nischal	Conservative	7266
		JAM Hemming	SDP-Liberal Alliance	3600
		A Clawley	Green	559
		PR Sheppard	Communist	154

Birmingham Sparkbrook	53093	RSG Hattersley	Labour	20513	Birmingham	West Midlands
		NA Khan	Conservative	8654
		R Dimmick	SDP-Liberal Alliance	3803
		R Ambler	Green	526
		P Khan	Red Front	229

Birmingham Yardley	56957	ADG Bevan	Conservative	17931	Birmingham	West Midlands
		G Edge	Labour	15409
		L Smith	SDP-Liberal Alliance	8734

Bishop Auckland	72147	D Foster	Labour	25648	Durham	North
		R Wight	Conservative	18613
		G Irwin	SDP-Liberal Alliance	9195

Blaby	77094	N Lawson	Conservative	37732	Leicestershire	East Midlands
		RE Lustig	SDP-Liberal Alliance	15556
		JM Roberts	Labour	9046

Blackburn	74801	JW Straw	Labour	27965	Lancashire	Lancashire
		AC Cheetham	Conservative	22468
		MA Ali	SDP-Liberal Alliance	5602

Blackpool North	58893	NA Miscampbell	Conservative	20680	Lancashire	Lancashire
		E Curton	Labour	13359
		CJ Heyworth	SDP-Liberal Alliance	9032

Blackpool South	57567	P Blaker	Conservative	20312	Lancashire	Lancashire
		S Baugh	Labour	13568
		J Allitt	SDP-Liberal Alliance	8405

Blaenau Gwent	56011	MM Foot	Labour	32820	Mid Glamorgan and Gwent	Wales
		AR Taylor	Conservative	4959
		DI McBride	SDP-Liberal Alliance	3847
		S Morgan	Plaid Cymru	1621

Blaydon	66301	JD McWilliam	Labour	25277	Newcastle area	North
		VP Nunn	SDP-Liberal Alliance	12789
		PR Pescod	Conservative	12147

